E1,N1,A1,C1,O1,E2,N2,A2,C2,O2,E3,N3,A3,C3,O3,E4,N4,A4,C4,O4,E5,N5,A5,C5,O5,E6,N6,A6,C6,O6,E7,N7,A7,C7,O7,E8,N8,A8,C8,O8,E9,N9,A9,C9,O9,E10,N10,A10,C10,O10
5,2,5,2,5,2,5,4,2,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,1,4,5,4,4,5,5,2,2,2,5,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,2,2,4,4,5,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,4,1,5,5,4,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,2,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,5,5,5,4,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,4,2,4,5,5,3,5,4,2,2,2,5,1,4,5,4,2,4,4,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,5,5,4,3,5,4,1,2,2,5,1,4,5,4,2,4,4,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,5,5,4,2,4,4,5,2,5,5,4,5,2
5,2,5,2,5,2,5,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,4,2,5,5,4,5,5,4,2,2,2,5,1,4,5,5,2,4,4,5,2,4,5,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,4,3,5,4,2,4,2,5,1,5,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,5,4,4,4,2,2,2,4,1,5,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,5,4,2,2,4,2,4,4,4,4,4,2,4,1,5,2,5,2,4,5,5,4,5,4,2,4,2,5,1,4,5,4,2,4,2,5,2,4,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,5,5,5,4,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,5,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,4,2,4,1,4,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,4,5,5,4,2,2,2,4,1,5,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,5,4,4,4,5,4,2,4,2,5,1,4,5,4,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,1,4,5,4,4,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,4,4,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,5,5,5,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,2,2,4,1,5,5,5,2,4,4,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,5,5,3,5,4,2,4,2,4,1,4,5,5,2,4,2,5,2,5,4,4,4,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,4,4,4,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,4,4,3,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,4,4,4,5,4,2,4,2,5,1,4,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,4,4,4,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,4,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,5,5,5,4,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,4,4,4,5,2
5,2,4,2,4,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,4,5,4,5,4,2,2,2,5,1,5,5,5,2,4,2,5,2,4,5,4,5,2
5,2,5,2,5,2,5,4,5,4,2,2,4,2,4,4,4,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,2,2,5,1,4,5,5,2,4,4,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,5,1,5,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,5,5,4,4,4,4,2,2,2,5,1,5,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,5,1,4,5,4,2,4,4,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,4,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,4,2,4,1,4,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,4,5,4,5,4,2,2,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,5,2,2,2,5,4,4,4,2,2,4,2,5,5,5,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,4,2,5,1,5,5,4,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,5,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,4,3,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,5,5,4,5,2
4,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,5,5,4,2,4,2,5,2,5,5,4,5,2
4,2,4,2,5,2,5,4,2,4,2,2,4,2,5,5,5,4,4,2,4,1,5,2,5,2,4,4,5,4,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,5,2,2,2,5,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,5,4,5,4,2,4,2,5,1,5,4,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,1,4,5,4,4,5,4,2,2,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,5,5,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,4,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,5,3,5,4,2,2,2,5,1,5,5,5,2,4,4,5,2,4,4,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,5,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,4,2,4,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,2,2,5,1,4,5,4,2,4,2,5,2,5,4,4,5,2
5,2,5,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,4,5,4,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,5,4,5,2
5,2,5,2,5,2,5,4,2,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,5,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,5,2,4,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,4,3,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,5,2,5,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,5,5,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,5,5,5,3,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,5,5,3,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,5,5,4,5,4,2,4,2,5,1,5,5,4,2,4,2,5,2,5,5,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,5,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,4,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,4,4,3,5,4,2,2,2,4,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,4,2,5,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,4,2,4,4,4,4,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,5,4,5,2
5,2,5,2,5,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,5,3,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
4,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,5,2,5,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,5,5,3,5,4,2,4,2,5,1,5,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,4,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,5,2,5,5,5,4,5,4,2,2,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,4,5,3,5,5,2,4,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,5,4,5,4,2,4,2,5,1,4,5,4,2,4,4,5,2,4,5,4,5,2
5,2,4,2,5,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,4,4,4,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,4,4,4,4,4,2,4,1,5,2,4,2,5,5,5,4,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,4,4,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,5,2,5,5,5,4,5,4,2,2,2,5,1,4,5,5,2,4,4,5,2,5,5,4,5,2
5,2,4,2,5,2,4,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,5,4,5,4,2,2,2,5,1,5,5,4,2,4,4,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,4,5,3,5,4,2,4,2,4,1,5,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,5,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,5,2,5,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,4,3,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,5,4,4,5,4,2,4,2,4,1,4,4,5,2,4,4,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,4,5,4,2,4,4,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,5,5,5,3,5,4,2,4,2,4,1,4,5,5,2,4,4,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,5,5,4,4,2,4,1,5,2,4,2,5,5,5,4,5,4,2,4,2,4,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,5,2,4,2,4,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,2,2,5,1,4,5,4,2,4,4,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,2,2,5,1,4,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,2,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,5,5,4,4,5,4,2,4,2,4,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,3,5,4,2,4,2,5,1,5,5,4,2,4,2,4,2,5,5,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,5,2,4,1,4,5,4,2,4,4,5,2,5,5,4,5,2
4,2,4,2,5,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,4,2,5,1,5,4,5,2,4,4,5,2,5,4,4,5,2
5,2,5,2,5,2,4,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,5,1,5,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,4,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,4,4,4,2,4,2,5,1,4,5,4,2,4,4,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,5,2,5,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,5,4,5,4,2,2,2,5,1,4,5,4,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,4,5,4,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,4,5,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,4,4,4,4,4,2,4,1,5,2,5,2,4,5,5,5,5,4,2,4,2,5,1,5,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,5,5,4,4,5,4,2,4,2,5,1,5,5,4,2,4,2,5,2,4,5,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,5,4,5,4,2,4,2,5,1,5,5,5,2,4,4,5,2,5,4,4,5,2
5,2,5,2,4,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,4,4,5,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,4,2,4,4,4,4,2,2,4,2,4,4,4,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,5,4,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,5,3,5,4,2,4,2,5,1,5,5,4,2,4,2,5,2,5,4,4,5,2
5,2,5,2,5,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,5,5,3,5,4,2,2,2,4,1,5,5,4,2,4,4,5,2,5,4,4,5,2
4,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,5,4,4,4,5,4,2,2,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,4,4,4,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,5,1,4,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,4,5,5,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,5,2,5,2,5,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,4,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,4,5,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,4,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,5,4,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,5,5,5,4,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,4,5,4,4,4,2,4,1,5,2,4,2,4,4,5,4,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
4,2,4,2,4,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,4,5,4,5,4,2,4,2,5,1,5,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,4,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,5,5,4,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,4,4,4,5,2
5,2,4,2,5,2,5,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,1,4,5,5,4,5,4,2,4,2,5,1,5,5,4,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,4,4,4,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,5,4,5,4,2,2,2,5,1,5,5,5,2,4,4,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,2,2,4,1,5,5,4,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,4,4,3,5,4,2,4,2,4,1,5,5,5,2,4,4,5,2,5,5,4,5,2
5,2,5,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,5,4,4,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,5,4,5,2
5,2,5,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,5,5,5,3,5,4,2,2,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,5,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,5,4,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,5,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,2,2,5,1,5,5,4,2,4,2,5,2,5,4,4,5,2
5,2,5,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,4,5,4,5,4,2,2,2,5,1,5,5,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,5,5,4,4,2,4,1,5,2,5,2,4,5,4,3,4,4,2,4,2,5,1,4,5,4,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,4,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,5,5,4,4,5,4,2,4,2,5,1,4,4,5,2,4,4,5,2,5,4,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,4,4,2,4,4,2,4,1,5,2,5,4,4,5,5,3,5,4,2,4,2,4,1,4,5,4,2,4,2,5,2,4,4,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,5,4,3,5,4,2,4,2,4,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,1,4,2,4,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,4,4,5,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,4,5,5,4,2,4,2,5,1,5,4,5,2,4,2,5,2,4,4,4,5,2
5,2,4,2,5,2,5,4,5,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,4,5,5,4,2,2,2,5,1,5,5,5,2,4,2,5,2,4,4,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,4,5,4,3,5,4,2,2,2,5,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,5,3,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,2,2,5,4,5,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,4,2,4,5,4,3,4,4,2,2,2,4,1,4,5,5,2,4,2,5,2,4,5,4,5,2
5,2,4,2,4,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,5,3,5,4,2,4,2,5,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,2,2,5,1,4,5,5,2,4,4,5,2,5,4,4,5,2
5,2,5,2,5,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,5,5,4,4,2,4,2,4,1,4,5,4,2,4,2,5,2,5,5,4,5,2
5,2,5,2,4,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,4,5,4,2,2,2,5,1,4,5,4,2,5,2,5,2,5,4,4,5,2
5,2,5,2,2,2,5,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,4,2,4,4,4,4,5,4,2,4,2,4,1,4,5,5,2,4,2,5,2,5,4,4,5,2
5,2,5,2,5,2,4,4,4,4,2,2,4,2,4,4,4,4,4,2,4,1,5,2,4,1,5,5,4,4,5,4,2,2,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,4,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,4,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,2,2,5,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,4,2,4,5,4,4,5,4,2,4,2,5,1,4,5,4,2,4,4,5,2,5,4,4,5,2
5,2,4,2,4,2,5,4,4,4,2,2,4,2,4,4,5,4,4,2,4,1,5,2,5,1,5,5,5,3,5,4,2,4,2,5,1,5,5,5,2,4,2,5,2,5,4,4,5,2
5,2,4,2,5,2,2,4,4,4,2,2,4,2,5,4,4,4,4,2,4,1,5,2,5,2,4,5,4,5,5,4,1,2,2,5,1,4,5,5,2,4,2,5,2,5,5,4,5,2
5,2,4,2,5,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,5,2,5,5,4,4,5,4,2,4,2,5,1,4,5,5,2,4,4,5,2,5,5,4,5,2
5,2,5,2,2,2,5,4,4,4,2,2,4,2,5,4,5,4,4,2,4,1,5,2,4,2,4,5,5,5,5,4,2,2,2,5,1,5,5,5,2,4,2,5,2,5,5,4,5,2
