id,persona,llama3.1:8b,mistral:7b,qwen2.5:7b,llama3.3:70b,mistral-large:123b,qwen2.5:72b
10,South Africa,4.72 (± 0.54),2.60 (± 1.58),3.20 (± 0.40),5.00 (± 0.00),4.12 (± 0.73),4.02 (± 0.14)
10,Switzerland,4.70 (± 0.54),2.64 (± 1.63),3.23 (± 0.52),5.00 (± 0.00),3.61 (± 0.96),4.00 (± 0.00)
10,UAE,4.78 (± 0.47),2.94 (± 1.69),3.68 (± 0.55),5.00 (± 0.00),4.45 (± 0.55),4.26 (± 0.44)
11,Argentina,3.80 (± 1.01),1.67 (± 1.41),3.82 (± 0.39),4.00 (± 0.00),3.67 (± 0.65),4.00 (± 0.00)
11,Belgium,3.96 (± 0.76),2.42 (± 1.78),3.88 (± 0.33),4.00 (± 0.00),3.79 (± 0.66),4.00 (± 0.00)
11,Chile,4.19 (± 0.87),3.33 (± 1.97),3.64 (± 0.48),4.00 (± 0.00),3.72 (± 0.58),4.02 (± 0.14)
11,Colombia,4.35 (± 0.80),2.56 (± 1.88),3.84 (± 0.37),4.00 (± 0.00),3.82 (± 0.46),4.00 (± 0.00)
11,Egypt,4.18 (± 0.73),2.25 (± 1.49),3.74 (± 0.44),4.76 (± 0.43),4.06 (± 0.54),4.04 (± 0.20)
11,France,4.29 (± 0.80),3.00 (± 2.00),3.88 (± 0.33),4.00 (± 0.00),3.68 (± 0.53),4.02 (± 0.14)
11,Ireland,4.26 (± 0.63),1.50 (± 1.41),3.68 (± 0.47),4.00 (± 0.00),3.84 (± 0.45),4.02 (± 0.14)
11,Japan,4.38 (± 0.57),1.79 (± 1.37),3.62 (± 0.57),5.00 (± 0.00),4.11 (± 0.64),4.02 (± 0.14)
11,Kenya,4.00 (± 0.83),1.00 (± 0.00),3.88 (± 0.33),4.00 (± 0.00),4.00 (± 0.51),4.00 (± 0.00)
11,Mexico,4.12 (± 0.94),1.00 (± 0.00),3.66 (± 0.56),4.00 (± 0.00),3.69 (± 0.97),3.98 (± 0.14)
11,Morocco,4.34 (± 0.75),2.18 (± 1.72),3.88 (± 0.33),4.04 (± 0.20),4.11 (± 0.39),4.00 (± 0.00)
11,New Zealand,4.12 (± 0.81),2.69 (± 1.97),3.80 (± 0.40),4.00 (± 0.00),3.59 (± 0.61),4.00 (± 0.00)
11,Nigeria,3.94 (± 0.68),2.69 (± 1.75),3.96 (± 0.28),4.00 (± 0.00),3.86 (± 0.69),4.00 (± 0.00)
11,Peru,4.36 (± 0.69),2.33 (± 2.31),3.54 (± 0.50),4.00 (± 0.00),3.81 (± 0.83),4.00 (± 0.00)
11,Russia,4.04 (± 1.09),2.50 (± 2.07),3.84 (± 0.42),4.74 (± 0.44),3.61 (± 0.84),4.04 (± 0.20)
11,Saudi Arabia,4.39 (± 0.61),2.83 (± 1.47),3.90 (± 0.36),5.00 (± 0.00),4.35 (± 0.48),4.42 (± 0.50)
11,South Africa,3.84 (± 1.11),3.00 (± 2.14),3.84 (± 0.37),4.00 (± 0.00),3.84 (± 0.63),4.00 (± 0.00)
11,Switzerland,4.16 (± 1.04),1.42 (± 1.00),3.84 (± 0.37),4.36 (± 0.48),3.79 (± 0.48),4.00 (± 0.00)
11,UAE,4.08 (± 0.63),2.58 (± 1.78),3.86 (± 0.35),4.96 (± 0.20),4.19 (± 0.40),4.10 (± 0.30)
12,Argentina,3.49 (± 1.52),4.00 (± 1.55),3.09 (± 0.35),2.00 (± 0.00),3.60 (± 0.74),3.42 (± 0.54)
12,Belgium,3.09 (± 1.52),2.60 (± 1.71),3.18 (± 0.39),2.00 (± 0.00),3.24 (± 0.60),3.36 (± 0.48)
12,Chile,4.30 (± 1.10),2.57 (± 1.99),3.06 (± 0.32),2.02 (± 0.14),3.71 (± 0.87),3.32 (± 0.51)
12,Colombia,3.94 (± 1.20),3.20 (± 2.05),3.29 (± 0.46),2.16 (± 0.42),3.98 (± 0.82),3.76 (± 0.48)
12,Egypt,4.74 (± 0.56),2.75 (± 1.50),3.58 (± 0.50),4.00 (± 0.00),4.28 (± 0.52),4.06 (± 0.24)
12,France,4.49 (± 0.72),1.67 (± 1.15),3.02 (± 0.14),2.00 (± 0.00),3.47 (± 0.84),3.18 (± 0.39)
12,Ireland,4.62 (± 0.61),3.17 (± 1.83),3.28 (± 0.45),4.00 (± 0.00),3.80 (± 0.72),3.08 (± 0.27)
12,Japan,4.65 (± 0.56),3.33 (± 1.87),3.02 (± 0.25),4.00 (± 0.00),3.89 (± 0.77),3.98 (± 0.25)
12,Kenya,4.43 (± 0.82),3.33 (± 1.86),3.56 (± 0.54),4.00 (± 0.00),4.08 (± 0.53),3.54 (± 0.51)
12,Mexico,3.78 (± 1.43),3.33 (± 1.97),3.16 (± 0.37),3.72 (± 0.64),4.17 (± 0.61),3.82 (± 0.39)
12,Morocco,4.38 (± 0.94),3.33 (± 1.66),3.32 (± 0.51),4.00 (± 0.00),4.36 (± 0.59),4.14 (± 0.35)
12,New Zealand,2.96 (± 1.71),3.56 (± 1.74),3.16 (± 0.37),2.00 (± 0.00),3.06 (± 0.74),3.02 (± 0.14)
12,Nigeria,4.65 (± 0.72),2.56 (± 1.51),3.88 (± 0.33),4.00 (± 0.00),4.21 (± 0.70),3.98 (± 0.38)
12,Peru,4.48 (± 0.81),2.00 (± 1.73),3.11 (± 0.32),4.00 (± 0.00),3.92 (± 0.49),3.74 (± 0.49)
12,Russia,4.04 (± 1.21),2.50 (± 1.76),3.02 (± 0.15),3.92 (± 0.40),4.09 (± 0.97),3.96 (± 0.20)
12,Saudi Arabia,4.66 (± 0.56),2.25 (± 1.49),3.92 (± 0.49),5.00 (± 0.00),4.66 (± 0.53),4.92 (± 0.27)
12,South Africa,3.26 (± 1.57),2.00 (± 1.73),3.25 (± 0.44),2.00 (± 0.00),3.78 (± 0.54),3.10 (± 0.30)
12,Switzerland,4.40 (± 0.81),1.00 (± nan0),3.20 (± 0.40),2.24 (± 0.56),3.47 (± 0.72),3.14 (± 0.35)
12,UAE,4.74 (± 0.44),3.60 (± 1.72),3.38 (± 0.49),4.10 (± 0.30),4.39 (± 0.63),4.04 (± 0.20)
13,Argentina,4.92 (± 0.28),2.00 (± 1.73),4.54 (± 0.58),5.00 (± 0.00),4.39 (± 0.67),4.96 (± 0.20)
13,Belgium,4.86 (± 0.45),2.33 (± 2.07),4.16 (± 0.42),5.00 (± 0.00),4.33 (± 0.78),4.96 (± 0.20)
13,Chile,4.86 (± 0.61),3.33 (± 2.08),4.39 (± 0.67),5.00 (± 0.00),4.28 (± 0.88),5.00 (± 0.00)
13,Colombia,4.98 (± 0.14),2.00 (± 1.73),4.46 (± 0.50),5.00 (± 0.00),4.67 (± 0.61),5.00 (± 0.00)
13,Egypt,5.00 (± 0.00),2.33 (± 2.07),4.54 (± 0.50),5.00 (± 0.00),4.62 (± 0.54),4.98 (± 0.14)
13,France,5.00 (± 0.00),2.17 (± 1.83),4.20 (± 0.54),5.00 (± 0.00),4.15 (± 0.86),4.98 (± 0.14)
13,Ireland,4.98 (± 0.14),3.20 (± 2.05),4.24 (± 0.62),5.00 (± 0.00),4.23 (± 0.84),4.96 (± 0.20)
13,Japan,4.98 (± 0.14),3.29 (± 1.25),4.40 (± 0.53),5.00 (± 0.00),4.41 (± 0.60),4.98 (± 0.14)
13,Kenya,4.98 (± 0.14),3.33 (± 2.08),4.49 (± 0.54),5.00 (± 0.00),4.37 (± 0.77),4.97 (± 0.16)
13,Mexico,4.98 (± 0.14),1.00 (± 0.00),4.26 (± 0.75),5.00 (± 0.00),4.51 (± 0.80),5.00 (± 0.00)
13,Morocco,4.98 (± 0.14),2.00 (± 1.70),4.22 (± 0.51),5.00 (± 0.00),4.53 (± 0.56),5.00 (± 0.00)
13,New Zealand,4.94 (± 0.24),2.14 (± 1.95),4.26 (± 0.72),5.00 (± 0.00),4.19 (± 0.74),4.98 (± 0.14)
13,Nigeria,5.00 (± 0.00),3.00 (± 2.31),4.27 (± 0.67),5.00 (± 0.00),4.63 (± 0.49),4.98 (± 0.14)
13,Peru,4.88 (± 0.39),1.80 (± 1.79),4.48 (± 0.76),5.00 (± 0.00),4.67 (± 0.51),4.92 (± 0.27)
13,Russia,4.92 (± 0.28),4.33 (± 1.15),4.12 (± 0.66),5.00 (± 0.00),4.08 (± 0.95),4.98 (± 0.14)
13,Saudi Arabia,4.98 (± 0.14),2.17 (± 1.33),4.52 (± 0.58),5.00 (± 0.00),4.28 (± 0.91),4.94 (± 0.24)
13,South Africa,4.88 (± 0.44),3.33 (± 1.63),4.33 (± 0.52),5.00 (± 0.00),4.53 (± 0.51),5.00 (± 0.00)
13,Switzerland,4.98 (± 0.14),2.36 (± 1.91),4.28 (± 0.61),5.00 (± 0.00),4.41 (± 0.50),4.96 (± 0.20)
13,UAE,4.92 (± 0.27),2.40 (± 1.95),4.34 (± 0.56),5.00 (± 0.00),4.60 (± 0.54),4.98 (± 0.14)
14,Argentina,3.40 (± 1.34),3.20 (± 1.93),2.58 (± 0.57),2.02 (± 0.14),3.59 (± 0.60),3.04 (± 0.28)
14,Belgium,3.54 (± 1.27),2.00 (± 1.67),2.56 (± 0.54),3.04 (± 0.99),3.24 (± 0.68),3.04 (± 0.28)
14,Chile,3.38 (± 1.43),2.89 (± 1.62),2.44 (± 0.54),2.04 (± 0.20),3.67 (± 0.72),3.02 (± 0.14)
14,Colombia,3.46 (± 1.50),2.00 (± 2.00),2.51 (± 0.66),2.14 (± 0.40),3.49 (± 0.72),3.02 (± 0.25)
14,Egypt,3.60 (± 1.28),4.00 (± 1.00),2.58 (± 0.54),2.22 (± 0.58),3.38 (± 0.72),3.06 (± 0.24)
14,France,3.96 (± 1.29),1.33 (± 0.58),2.43 (± 0.54),2.10 (± 0.36),3.47 (± 0.56),3.08 (± 0.27)
14,Ireland,4.24 (± 1.02),2.50 (± 2.12),2.63 (± 0.53),2.74 (± 0.94),3.34 (± 0.78),3.02 (± 0.14)
14,Japan,3.22 (± 1.46),2.25 (± 1.75),2.60 (± 0.53),2.38 (± 0.53),3.17 (± 0.56),3.02 (± 0.14)
14,Kenya,3.36 (± 1.45),4.00 (± nan0),2.64 (± 0.53),2.08 (± 0.27),3.58 (± 0.77),3.03 (± 0.16)
14,Mexico,3.54 (± 1.53),1.00 (± 0.00),2.44 (± 0.54),2.06 (± 0.31),3.63 (± 0.69),3.08 (± 0.34)
14,Morocco,3.52 (± 1.36),3.58 (± 1.93),2.56 (± 0.61),2.06 (± 0.31),3.51 (± 0.69),3.02 (± 0.14)
14,New Zealand,4.06 (± 0.91),4.43 (± 1.51),2.34 (± 0.52),2.92 (± 0.94),3.08 (± 0.59),3.02 (± 0.14)
14,Nigeria,3.30 (± 1.52),2.88 (± 2.03),2.58 (± 0.54),2.02 (± 0.14),3.50 (± 0.65),3.08 (± 0.27)
14,Peru,3.46 (± 1.42),2.83 (± 2.04),2.60 (± 0.61),2.14 (± 0.40),3.64 (± 0.72),3.10 (± 0.30)
14,Russia,3.33 (± 1.34),2.00 (± 1.41),2.66 (± 0.52),2.02 (± 0.14),3.11 (± 0.95),3.00 (± 0.00)
14,Saudi Arabia,2.16 (± 1.36),1.00 (± 0.00),2.65 (± 0.52),2.00 (± 0.00),2.65 (± 0.77),2.92 (± 0.27)
14,South Africa,3.22 (± 1.64),2.83 (± 2.04),2.50 (± 0.54),2.22 (± 0.58),3.51 (± 0.64),3.00 (± 0.20)
14,Switzerland,2.92 (± 1.48),2.89 (± 1.76),2.42 (± 0.57),2.08 (± 0.27),3.34 (± 0.62),3.08 (± 0.27)
14,UAE,3.40 (± 1.55),2.88 (± 2.03),2.83 (± 0.43),2.00 (± 0.00),2.82 (± 0.82),3.00 (± 0.20)
15,Argentina,4.36 (± 0.72),1.50 (± 1.41),3.76 (± 0.62),5.00 (± 0.00),4.08 (± 0.72),4.46 (± 0.50)
15,Belgium,4.22 (± 0.71),1.88 (± 1.64),3.80 (± 0.49),4.86 (± 0.35),3.91 (± 0.79),4.18 (± 0.39)
15,Chile,4.40 (± 0.70),2.14 (± 1.95),3.70 (± 0.58),5.00 (± 0.00),4.13 (± 0.63),4.46 (± 0.50)
15,Colombia,4.20 (± 0.82),1.00 (± 0.00),3.73 (± 0.53),5.00 (± 0.00),4.12 (± 0.60),4.68 (± 0.47)
15,Egypt,4.28 (± 0.86),2.14 (± 1.95),3.76 (± 0.56),5.00 (± 0.00),3.97 (± 1.07),4.52 (± 0.50)
15,France,4.36 (± 0.75),1.00 (± 0.00),3.48 (± 0.58),4.98 (± 0.14),3.94 (± 0.70),4.22 (± 0.42)
15,Ireland,4.38 (± 0.75),1.00 (± 0.00),3.80 (± 0.78),4.90 (± 0.30),4.13 (± 0.35),4.24 (± 0.43)
15,Japan,4.24 (± 0.69),1.00 (± 0.00),3.60 (± 0.70),5.00 (± 0.00),4.00 (± 0.62),4.48 (± 0.50)
15,Kenya,4.28 (± 0.88),1.67 (± 1.15),3.68 (± 0.51),4.88 (± 0.33),4.24 (± 0.70),4.46 (± 0.51)
15,Mexico,4.45 (± 0.68),1.00 (± 0.00),3.52 (± 0.74),5.00 (± 0.00),4.17 (± 0.79),4.56 (± 0.50)
15,Morocco,4.20 (± 0.76),1.00 (± 0.00),3.56 (± 0.61),4.96 (± 0.20),4.18 (± 0.69),4.58 (± 0.50)
15,New Zealand,4.34 (± 0.82),2.78 (± 2.11),3.94 (± 0.43),4.70 (± 0.46),4.14 (± 0.55),4.20 (± 0.40)
15,Nigeria,4.24 (± 0.77),3.00 (± 2.19),3.80 (± 0.57),4.96 (± 0.20),4.25 (± 0.73),4.54 (± 0.50)
15,Peru,4.44 (± 0.64),1.67 (± 1.63),3.52 (± 0.58),4.94 (± 0.24),4.00 (± 0.70),4.54 (± 0.50)
15,Russia,4.20 (± 0.81),1.00 (± 0.00),3.78 (± 0.58),5.00 (± 0.00),3.60 (± 1.16),4.36 (± 0.48)
15,Saudi Arabia,4.18 (± 0.80),1.80 (± 1.79),3.62 (± 0.49),4.96 (± 0.20),4.16 (± 0.76),4.84 (± 0.37)
15,South Africa,4.22 (± 0.79),1.50 (± 1.41),3.94 (± 0.42),4.98 (± 0.14),4.31 (± 0.47),4.26 (± 0.44)
15,Switzerland,4.29 (± 0.84),1.22 (± 0.67),3.96 (± 0.40),4.98 (± 0.14),4.00 (± 0.48),4.20 (± 0.40)
15,UAE,4.26 (± 0.69),1.00 (± 0.00),3.88 (± 0.56),5.00 (± 0.00),4.15 (± 0.76),4.52 (± 0.50)
16,Argentina,4.49 (± 0.68),3.38 (± 1.06),3.72 (± 0.65),5.00 (± 0.00),4.32 (± 0.62),4.16 (± 0.37)
16,Belgium,4.47 (± 0.58),3.50 (± 1.52),3.37 (± 0.72),5.00 (± 0.00),3.86 (± 0.90),4.10 (± 0.30)
16,Chile,4.60 (± 0.57),2.71 (± 1.60),3.50 (± 0.51),5.00 (± 0.00),4.26 (± 0.59),4.08 (± 0.27)
16,Colombia,4.58 (± 0.61),3.00 (± 1.83),3.75 (± 0.53),5.00 (± 0.00),4.62 (± 0.49),4.40 (± 0.49)
16,Egypt,4.70 (± 0.54),3.40 (± 1.52),3.62 (± 0.57),5.00 (± 0.00),4.35 (± 0.82),4.34 (± 0.48)
16,France,4.57 (± 0.61),2.89 (± 1.27),3.26 (± 0.80),5.00 (± 0.00),4.05 (± 0.55),4.06 (± 0.24)
16,Ireland,4.80 (± 0.40),3.88 (± 1.55),3.22 (± 0.95),5.00 (± 0.00),3.98 (± 0.58),4.08 (± 0.27)
16,Japan,4.63 (± 0.53),3.50 (± 1.73),2.44 (± 1.05),5.00 (± 0.00),4.08 (± 0.66),4.30 (± 0.46)
16,Kenya,4.82 (± 0.39),2.67 (± 2.08),3.49 (± 0.71),5.00 (± 0.00),4.12 (± 0.72),4.36 (± 0.49)
16,Mexico,4.67 (± 0.52),1.17 (± 0.41),3.29 (± 0.92),5.00 (± 0.00),4.52 (± 0.63),4.54 (± 0.50)
16,Morocco,4.60 (± 0.64),3.11 (± 1.62),3.53 (± 0.79),5.00 (± 0.00),4.23 (± 0.68),4.64 (± 0.48)
16,New Zealand,4.80 (± 0.45),3.73 (± 1.68),3.35 (± 0.75),5.00 (± 0.00),4.03 (± 0.43),4.08 (± 0.27)
16,Nigeria,4.78 (± 0.47),3.27 (± 1.90),3.51 (± 0.63),5.00 (± 0.00),4.10 (± 0.64),4.30 (± 0.51)
16,Peru,4.70 (± 0.46),3.86 (± 1.57),3.30 (± 0.59),5.00 (± 0.00),4.28 (± 0.74),4.26 (± 0.44)
16,Russia,4.49 (± 0.65),1.60 (± 1.34),2.63 (± 1.17),5.00 (± 0.00),4.29 (± 0.62),4.72 (± 0.45)
16,Saudi Arabia,4.51 (± 0.58),3.17 (± 1.95),3.68 (± 0.64),5.00 (± 0.00),4.46 (± 0.56),4.84 (± 0.37)
16,South Africa,4.66 (± 0.75),3.33 (± 1.59),3.69 (± 0.51),5.00 (± 0.00),4.16 (± 0.49),4.08 (± 0.27)
16,Switzerland,4.54 (± 0.61),3.75 (± 1.75),3.40 (± 0.58),5.00 (± 0.00),3.98 (± 0.63),4.02 (± 0.14)
16,UAE,4.67 (± 0.52),3.71 (± 1.59),3.67 (± 0.52),5.00 (± 0.00),4.47 (± 0.55),4.66 (± 0.48)
17,Argentina,4.21 (± 0.91),1.83 (± 1.60),3.48 (± 0.50),4.80 (± 0.40),4.05 (± 0.57),4.06 (± 0.24)
17,Belgium,3.96 (± 1.18),3.50 (± 1.73),3.17 (± 0.38),4.00 (± 0.00),3.86 (± 0.69),3.98 (± 0.14)
17,Chile,4.41 (± 0.86),2.67 (± 1.97),3.23 (± 0.42),4.80 (± 0.40),4.05 (± 0.63),4.02 (± 0.14)
17,Colombia,4.24 (± 0.89),2.71 (± 2.14),3.63 (± 0.49),5.00 (± 0.00),4.23 (± 0.57),4.28 (± 0.50)
17,Egypt,4.63 (± 0.53),1.80 (± 1.32),3.78 (± 0.51),5.00 (± 0.00),4.26 (± 0.73),4.62 (± 0.49)
17,France,4.06 (± 1.24),1.92 (± 1.44),3.33 (± 0.48),4.00 (± 0.00),3.88 (± 0.55),4.00 (± 0.20)
17,Ireland,4.54 (± 0.71),1.57 (± 1.51),3.15 (± 0.36),4.00 (± 0.00),3.82 (± 0.68),4.00 (± 0.00)
17,Japan,4.69 (± 0.47),2.43 (± 1.81),3.56 (± 0.54),5.00 (± 0.00),4.24 (± 0.75),4.72 (± 0.45)
17,Kenya,4.59 (± 0.54),3.33 (± 1.97),3.72 (± 0.45),5.00 (± 0.00),4.11 (± 0.45),4.10 (± 0.31)
17,Mexico,4.35 (± 0.78),1.00 (± 0.00),3.50 (± 0.69),5.00 (± 0.00),4.11 (± 0.61),4.28 (± 0.45)
17,Morocco,4.74 (± 0.44),2.75 (± 1.98),3.80 (± 0.53),5.00 (± 0.00),4.28 (± 0.75),4.84 (± 0.37)
17,New Zealand,3.60 (± 1.37),3.14 (± 1.68),3.17 (± 0.38),4.00 (± 0.00),3.74 (± 0.45),4.00 (± 0.00)
17,Nigeria,4.52 (± 0.58),2.60 (± 2.07),3.82 (± 0.44),5.00 (± 0.00),4.50 (± 0.77),4.64 (± 0.48)
17,Peru,4.50 (± 0.74),2.60 (± 1.78),3.30 (± 0.46),5.00 (± 0.00),4.11 (± 0.69),4.34 (± 0.48)
17,Russia,4.51 (± 0.75),2.75 (± 2.06),3.46 (± 0.58),5.00 (± 0.00),3.77 (± 0.81),4.44 (± 0.50)
17,Saudi Arabia,4.72 (± 0.57),2.80 (± 1.79),3.96 (± 0.41),5.00 (± 0.00),4.54 (± 0.74),4.98 (± 0.14)
17,South Africa,4.45 (± 0.68),2.78 (± 1.92),3.44 (± 0.50),4.00 (± 0.00),4.00 (± 0.57),4.06 (± 0.24)
17,Switzerland,4.14 (± 0.88),3.12 (± 1.25),3.30 (± 0.46),4.00 (± 0.00),3.92 (± 0.49),4.00 (± 0.00)
17,UAE,4.57 (± 0.50),2.73 (± 2.00),3.90 (± 0.36),5.00 (± 0.00),4.82 (± 0.39),4.90 (± 0.30)
18,Argentina,4.45 (± 0.54),1.86 (± 1.57),3.94 (± 0.77),4.04 (± 0.20),3.90 (± 0.60),4.00 (± 0.29)
18,Belgium,4.37 (± 0.60),1.40 (± 0.89),3.96 (± 0.73),4.10 (± 0.30),3.64 (± 0.87),3.96 (± 0.28)
18,Chile,4.60 (± 0.49),1.82 (± 1.55),4.00 (± 0.76),4.52 (± 0.50),3.83 (± 0.56),3.98 (± 0.25)
18,Colombia,4.39 (± 0.67),2.00 (± 1.60),4.12 (± 0.72),4.58 (± 0.50),4.07 (± 0.87),4.00 (± 0.20)
18,Egypt,4.58 (± 0.54),1.55 (± 1.29),3.98 (± 0.72),5.00 (± 0.00),3.94 (± 0.94),3.98 (± 0.25)
18,France,4.47 (± 0.54),2.00 (± 1.67),3.88 (± 0.75),4.08 (± 0.27),3.88 (± 0.52),4.00 (± 0.29)
18,Ireland,4.53 (± 0.54),1.50 (± 1.41),3.82 (± 0.72),4.32 (± 0.47),3.75 (± 0.91),4.02 (± 0.14)
18,Japan,4.54 (± 0.58),2.25 (± 1.75),4.08 (± 0.70),5.00 (± 0.00),3.68 (± 0.91),4.02 (± 0.14)
18,Kenya,4.54 (± 0.65),1.75 (± 1.39),4.41 (± 0.61),4.96 (± 0.20),3.91 (± 0.67),4.05 (± 0.22)
18,Mexico,4.62 (± 0.60),2.50 (± 2.12),4.06 (± 0.90),4.38 (± 0.49),3.79 (± 0.59),4.02 (± 0.14)
18,Morocco,4.51 (± 0.54),2.00 (± 1.41),3.88 (± 0.75),4.98 (± 0.14),4.03 (± 0.59),4.02 (± 0.14)
18,New Zealand,4.42 (± 0.64),2.11 (± 1.54),4.12 (± 0.70),4.16 (± 0.37),3.70 (± 0.52),3.94 (± 0.24)
18,Nigeria,4.60 (± 0.57),1.00 (± 0.00),3.46 (± 0.62),5.00 (± 0.00),4.03 (± 0.47),4.00 (± 0.00)
18,Peru,4.41 (± 0.70),1.88 (± 1.64),4.12 (± 0.82),4.86 (± 0.35),4.06 (± 0.61),4.02 (± 0.25)
18,Russia,4.24 (± 0.89),1.00 (± 0.00),4.16 (± 0.69),4.42 (± 0.50),3.71 (± 1.01),3.88 (± 0.39)
18,Saudi Arabia,4.45 (± 0.68),2.44 (± 1.81),4.40 (± 0.74),5.00 (± 0.00),4.19 (± 0.78),4.10 (± 0.30)
18,South Africa,4.42 (± 0.67),1.82 (± 1.40),4.21 (± 0.72),5.00 (± 0.00),3.85 (± 0.56),4.00 (± 0.20)
18,Switzerland,4.40 (± 0.67),1.88 (± 1.64),4.33 (± 0.72),5.00 (± 0.00),3.74 (± 0.74),3.94 (± 0.24)
18,UAE,4.52 (± 0.71),2.07 (± 1.77),4.24 (± 0.80),5.00 (± 0.00),4.31 (± 0.64),4.02 (± 0.14)
19,Argentina,4.74 (± 0.53),1.00 (± 0.00),4.06 (± 0.51),5.00 (± 0.00),4.24 (± 0.48),4.92 (± 0.27)
19,Belgium,4.55 (± 0.65),2.14 (± 1.68),3.94 (± 0.38),5.00 (± 0.00),4.17 (± 0.58),4.78 (± 0.42)
19,Chile,4.82 (± 0.39),1.75 (± 1.42),4.00 (± 0.64),5.00 (± 0.00),4.29 (± 0.72),4.86 (± 0.35)
19,Colombia,4.40 (± 0.67),1.86 (± 1.46),3.96 (± 0.45),5.00 (± 0.00),4.36 (± 0.57),4.94 (± 0.24)
19,Egypt,4.60 (± 0.57),1.57 (± 1.28),4.00 (± 0.35),5.00 (± 0.00),4.42 (± 0.59),4.88 (± 0.33)
19,France,4.80 (± 0.50),2.00 (± 1.73),4.00 (± 0.67),5.00 (± 0.00),4.23 (± 0.64),4.92 (± 0.27)
19,Ireland,4.77 (± 0.52),1.09 (± 0.30),3.92 (± 0.57),5.00 (± 0.00),4.18 (± 0.56),4.82 (± 0.39)
19,Japan,4.67 (± 0.55),1.44 (± 1.33),3.78 (± 0.71),5.00 (± 0.00),4.29 (± 0.67),4.92 (± 0.27)
19,Kenya,4.71 (± 0.50),1.36 (± 1.21),4.04 (± 0.60),5.00 (± 0.00),4.31 (± 0.52),4.85 (± 0.37)
19,Mexico,4.78 (± 0.51),1.00 (± 0.00),3.88 (± 0.56),5.00 (± 0.00),4.51 (± 0.56),4.88 (± 0.33)
19,Morocco,4.78 (± 0.42),1.00 (± 0.00),3.84 (± 0.42),5.00 (± 0.00),4.29 (± 0.68),4.90 (± 0.30)
19,New Zealand,4.80 (± 0.41),1.00 (± 0.00),3.84 (± 0.55),5.00 (± 0.00),4.24 (± 0.54),4.94 (± 0.24)
19,Nigeria,4.61 (± 0.70),2.09 (± 1.64),3.98 (± 0.25),5.00 (± 0.00),4.36 (± 0.59),4.96 (± 0.20)
19,Peru,4.65 (± 0.53),2.20 (± 1.79),3.90 (± 0.65),5.00 (± 0.00),4.35 (± 0.56),4.96 (± 0.20)
19,Russia,4.52 (± 0.65),1.57 (± 1.51),3.92 (± 0.57),5.00 (± 0.00),3.85 (± 0.87),4.76 (± 0.43)
19,Saudi Arabia,4.66 (± 0.59),1.10 (± 0.32),3.98 (± 0.48),5.00 (± 0.00),4.40 (± 0.59),4.90 (± 0.30)
19,South Africa,4.78 (± 0.51),2.50 (± 1.88),3.98 (± 0.43),5.00 (± 0.00),4.00 (± 0.89),4.86 (± 0.35)
19,Switzerland,4.74 (± 0.53),1.00 (± 0.00),3.94 (± 0.55),5.00 (± 0.00),4.10 (± 0.43),4.72 (± 0.45)
19,UAE,4.65 (± 0.60),2.71 (± 2.14),4.22 (± 0.46),5.00 (± 0.00),4.38 (± 0.49),4.90 (± 0.30)
20,Argentina,2.40 (± 1.39),3.14 (± 2.04),3.86 (± 0.45),2.00 (± 0.00),3.83 (± 0.76),3.04 (± 0.20)
20,Belgium,2.78 (± 1.53),2.80 (± 1.79),3.80 (± 0.57),2.00 (± 0.00),3.11 (± 1.19),3.00 (± 0.00)
20,Chile,2.36 (± 1.40),2.57 (± 1.99),3.56 (± 0.58),2.00 (± 0.00),3.63 (± 0.97),2.96 (± 0.28)
20,Colombia,2.36 (± 1.50),3.33 (± 2.08),3.68 (± 0.59),2.00 (± 0.00),3.69 (± 0.92),2.90 (± 0.30)
20,Egypt,2.36 (± 1.44),2.60 (± 2.19),3.67 (± 0.52),2.00 (± 0.00),3.58 (± 0.79),2.98 (± 0.14)
20,France,2.54 (± 1.69),2.33 (± 2.07),3.68 (± 0.55),2.00 (± 0.00),3.25 (± 0.95),3.08 (± 0.34)
20,Ireland,3.30 (± 1.50),5.00 (± 0.00),3.55 (± 0.50),2.00 (± 0.00),3.26 (± 0.86),3.00 (± 0.00)
20,Japan,2.50 (± 1.53),2.00 (± 2.00),3.57 (± 0.68),2.00 (± 0.00),3.44 (± 0.70),2.80 (± 0.40)
20,Kenya,2.86 (± 1.71),4.50 (± 0.71),3.84 (± 0.55),2.00 (± 0.00),3.52 (± 0.72),2.95 (± 0.22)
20,Mexico,2.57 (± 1.53),1.00 (± 0.00),3.48 (± 0.50),2.00 (± 0.00),3.74 (± 0.79),3.02 (± 0.25)
20,Morocco,2.72 (± 1.54),2.50 (± 1.76),3.66 (± 0.48),2.00 (± 0.00),3.31 (± 0.68),3.00 (± 0.00)
20,New Zealand,2.78 (± 1.58),2.43 (± 1.90),3.86 (± 0.45),2.00 (± 0.00),3.51 (± 0.78),2.98 (± 0.32)
20,Nigeria,2.74 (± 1.69),3.43 (± 1.81),3.78 (± 0.55),2.00 (± 0.00),3.65 (± 0.88),2.94 (± 0.24)
20,Peru,2.54 (± 1.45),1.00 (± 0.00),3.42 (± 0.61),2.00 (± 0.00),3.62 (± 1.02),3.00 (± 0.00)
